Curso,Campus,Turno,Modalidade,Triênios,Primeira Nota,Última Nota,Média Histórica,Mediana Histórica,Mínimo Histórico,Máximo Histórico,Previsão,Δ Média,Δ Última,Índice de Estabilidade,Estabilidade,CV (%),Desvio,Amplitude,Volatilidade,Mudanças
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,AC,5,-87.14,-73.06,-78.47,-79.72,-87.14,-68.0,-74.12,4.36,-1.06,52.02,Moderada,-10.1,7.93,19.14,14.77,2.0
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,CN,2,-18.85,-39.76,-29.31,-29.31,-39.76,-18.85,-48.47,-19.17,-8.71,64.02,Alta,-50.45,14.78,20.91,0.0,0.0
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,3,-71.41,-92.73,-73.14,-71.41,-92.73,-55.28,-91.88,-18.74,0.85,43.43,Moderada,-25.69,18.79,37.45,37.89,1.0
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,2,-82.28,-34.48,-58.38,-58.38,-82.28,-34.48,-26.51,31.87,7.97,59.99,Moderada,-57.91,33.81,47.81,0.0,0.0
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,4,-62.25,-42.44,-67.1,-65.04,-95.9,-42.44,-45.95,21.15,-3.52,44.9,Moderada,-32.9,22.08,53.46,34.89,1.0
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,3,-63.38,-76.2,-66.06,-63.38,-76.2,-58.61,-76.48,-10.41,-0.27,49.76,Moderada,-13.77,9.1,17.59,15.81,1.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-47.3,-72.56,-67.8,-72.56,-90.69,-47.3,-80.37,-12.57,-7.82,53.05,Moderada,-25.09,17.01,43.39,16.96,1.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,CN,2,-38.73,-37.51,-38.12,-38.12,-38.73,-37.51,-37.3,0.81,0.2,61.59,Alta,-2.26,0.86,1.22,0.0,0.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,2,-1.39,-5.5,-3.44,-3.44,-5.5,-1.39,-6.18,-2.74,-0.68,66.9,Alta,-84.3,2.9,4.11,0.0,0.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-64.75,-78.91,-83.05,-78.91,-105.49,-64.75,-86.88,-3.83,-7.97,41.34,Moderada,-24.9,20.68,40.74,47.6,1.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-11.31,-85.04,-55.97,-71.56,-85.04,-11.31,-93.74,-37.76,-8.69,49.67,Moderada,-70.14,39.26,73.73,33.07,0.0
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-88.5,-20.34,-54.42,-54.42,-88.5,-20.34,8.06,62.48,28.4,58.45,Moderada,-88.56,48.2,68.16,0.0,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-58.48,-49.34,-33.61,-37.2,-58.48,3.92,-43.94,-10.33,5.4,41.8,Moderada,-71.84,24.15,62.41,45.36,3.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,CN,5,3.01,-34.48,-4.47,3.01,-34.48,16.93,-33.52,-29.05,0.96,58.24,Moderada,-513.68,22.95,51.4,22.27,1.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-96.29,-19.62,-57.95,-57.95,-96.29,-19.62,-13.23,44.72,6.39,57.71,Moderada,-93.55,54.22,76.67,0.0,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-48.81,-21.3,-26.79,-21.3,-48.81,-10.26,-16.45,10.34,4.85,47.25,Moderada,-74.1,19.85,38.55,35.07,1.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-51.89,-61.49,-57.02,-57.35,-61.49,-51.89,-61.66,-4.65,-0.18,50.41,Moderada,-7.16,4.08,9.6,5.11,2.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-49.66,-49.66,-49.66,-49.66,-49.66,-49.66,-49.66,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-65.59,-46.94,-48.58,-46.94,-65.59,-33.22,-39.99,8.59,6.95,46.02,Moderada,-33.44,16.25,32.37,32.6,1.0
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-37.84,-37.84,-37.84,-37.84,-37.84,-37.84,-37.84,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-55.44,-61.12,-62.65,-61.12,-76.15,-51.4,-62.33,0.32,-1.22,47.92,Moderada,-16.07,10.07,24.74,21.7,3.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,CN,3,-40.42,-9.96,-30.71,-40.42,-41.76,-9.96,-12.83,17.89,-2.87,50.05,Moderada,-58.56,17.98,31.79,23.42,1.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-35.08,-31.82,-40.28,-35.08,-53.96,-31.82,-34.7,5.59,-2.88,48.04,Moderada,-29.66,11.95,22.13,29.0,1.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-34.79,-46.65,-41.32,-42.52,-46.65,-34.79,-47.85,-6.53,-1.2,59.2,Moderada,-14.56,6.02,11.86,2.54,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-33.58,-61.62,-44.31,-37.74,-61.62,-33.58,-64.64,-20.33,-3.03,58.15,Moderada,-34.14,15.13,28.04,13.94,0.0
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-54.9,-45.24,-50.07,-50.07,-54.9,-45.24,-44.43,5.64,0.8,61.61,Alta,-13.65,6.83,9.66,0.0,0.0
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,AC,5,-74.64,-22.04,-43.55,-56.17,-74.64,-0.05,-28.29,15.26,-6.25,40.89,Moderada,-72.01,31.36,74.58,58.62,2.0
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,CN,1,4.74,4.74,4.74,4.74,4.74,4.74,4.74,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R1_PPI,1,3.16,3.16,3.16,3.16,3.16,3.16,3.16,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-27.62,-27.62,-27.62,-27.62,-27.62,-27.62,-27.62,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R2_PPI,1,-51.34,-51.34,-51.34,-51.34,-51.34,-51.34,-51.34,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,AC,6,-73.94,2.71,-28.6,-25.17,-73.94,2.71,-2.74,25.85,-5.45,44.7,Moderada,-93.61,26.77,76.65,34.53,4.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,CN,5,5.34,-18.44,-8.86,-8.71,-31.01,8.54,-16.18,-7.32,2.26,53.15,Moderada,-186.13,16.48,39.55,30.8,2.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,4,-92.65,-88.6,-62.29,-63.7,-92.65,-29.11,-74.2,-11.9,14.41,41.92,Moderada,-52.98,33.0,63.54,57.47,1.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-82.86,-82.86,-82.86,-82.86,-82.86,-82.86,-82.86,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,3,-62.3,-16.7,-51.92,-62.3,-76.77,-16.7,-15.31,36.61,1.39,40.5,Moderada,-60.38,31.35,60.07,52.71,1.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-74.63,-98.32,-58.5,-59.05,-98.32,-14.52,-85.78,-27.28,12.54,37.4,Baixa,-53.62,31.37,83.8,52.8,3.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,-14.67,-14.67,-14.67,-14.67,-14.67,-14.67,-14.67,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,3,-45.15,-37.68,-50.87,-45.15,-69.77,-37.68,-39.88,10.99,-2.2,44.45,Moderada,-33.01,16.79,32.09,40.1,1.0
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-72.22,-72.22,-72.22,-72.22,-72.22,-72.22,-72.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-101.48,-62.25,-86.44,-89.92,-101.48,-62.25,-66.22,20.22,-3.97,48.93,Moderada,-17.43,15.07,39.23,18.33,2.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-21.95,-53.59,-36.58,-35.39,-53.59,-21.95,-56.37,-19.78,-2.78,61.72,Alta,-45.24,16.55,31.64,12.85,0.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-35.51,-13.36,-37.76,-35.51,-64.42,-13.36,-15.46,22.3,-2.1,41.41,Moderada,-67.8,25.6,51.06,56.55,1.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-54.81,-54.81,-54.81,-54.81,-54.81,-54.81,-54.81,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-64.3,-70.35,-58.74,-67.32,-79.51,-20.79,-57.78,0.96,12.57,38.35,Baixa,-44.36,26.06,58.71,55.33,2.0
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-68.24,-68.24,-68.24,-68.24,-68.24,-68.24,-68.24,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
