curso,modalidade_normalizada,registros,nota_min_media,nota_min_mediana,nota_min_dp,nota_min_min,nota_min_max,nota_max_media,nota_max_mediana,nota_max_dp,nota_max_min,nota_max_max,amplitude_media,amplitude_dp,amplitude_min,amplitude_max,coef_var_min,coef_var_max
Odontologia (Bacharelado),EP_R2_PPIQ,1,-28.308,-28.308,,-28.308,-28.308,0.733,0.733,,0.733,0.733,29.041,,29.041,29.041,,
Pedagogia (Licenciatura),AC,11,-46.147,-58.685,32.852,-98.292,-4.674,19.063,9.451,32.511,-22.179,65.014,65.21,19.953,16.589,92.024,-71.191,170.547
Pedagogia (Licenciatura),CN,10,-26.657,-25.152,29.69,-89.114,17.691,-8.265,-9.372,22.007,-52.111,17.691,18.392,32.731,0.0,96.577,-111.379,-266.263
Pedagogia (Licenciatura),EP_R1_NPPI,7,-47.979,-55.369,25.995,-78.056,-2.29,-13.223,-8.815,34.236,-55.588,26.289,34.756,26.247,10.389,81.231,-54.18,-258.918
Pedagogia (Licenciatura),EP_R1_NPPIQ,1,-58.937,-58.937,,-58.937,-58.937,-19.995,-19.995,,-19.995,-19.995,38.942,,38.942,38.942,,
Pedagogia (Licenciatura),EP_R1_PPI,7,-68.665,-69.472,22.579,-96.102,-36.471,-7.934,-11.148,21.884,-41.609,26.623,60.731,23.856,11.669,83.944,-32.883,-275.842
Pedagogia (Licenciatura),EP_R2_NPPI,9,-45.948,-62.118,27.092,-76.273,-8.669,-13.311,-13.596,24.584,-54.697,22.02,32.638,20.603,0.086,74.598,-58.963,-184.689
Pedagogia (Licenciatura),EP_R2_NPPIQ,2,-56.202,-56.202,24.231,-73.336,-39.068,-25.603,-25.603,28.989,-46.101,-5.105,30.599,4.757,27.235,33.963,-43.114,-113.223
Pedagogia (Licenciatura),EP_R2_PPI,8,-52.156,-47.699,33.269,-92.894,-14.474,-7.9,-11.673,14.799,-28.92,17.832,44.256,41.962,0.0,110.726,-63.787,-187.332
Pedagogia (Licenciatura),EP_R2_PPIQ,1,-62.243,-62.243,,-62.243,-62.243,-20.304,-20.304,,-20.304,-20.304,41.939,,41.939,41.939,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),AC,5,91.697,92.692,10.79,80.474,105.646,129.337,139.15,23.534,93.909,149.897,37.64,16.161,12.356,57.205,11.767,18.196
Psicologia (Bacharelado / Licenciatura / Psicólogo),CN,6,53.849,58.547,21.469,19.287,83.135,59.749,60.934,22.386,19.287,83.135,5.9,14.453,0.0,35.403,39.869,37.466
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPI,5,23.827,26.153,22.052,-0.561,47.859,40.429,40.23,21.797,8.523,69.85,16.602,15.127,1.944,39.754,92.55,53.916
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPIQ,1,0.742,0.742,,0.742,0.742,19.87,19.87,,19.87,19.87,19.128,,19.128,19.128,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPI_PCD,1,-11.536,-11.536,,-11.536,-11.536,-11.536,-11.536,,-11.536,-11.536,0.0,,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_PPI,5,-4.667,7.379,38.072,-60.075,32.086,28.65,38.511,36.898,-34.654,61.601,33.317,19.739,10.899,64.469,-815.83,128.787
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_PPIQ,1,-37.309,-37.309,,-37.309,-37.309,2.578,2.578,,2.578,2.578,39.887,,39.887,39.887,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPI,4,78.771,71.62,24.159,59.772,112.073,89.395,80.911,18.439,78.747,117.01,10.624,9.631,0.0,18.975,30.67,20.626
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPIQ,1,75.146,75.146,,75.146,75.146,75.146,75.146,,75.146,75.146,0.0,,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPIQ_PCD,1,-2.927,-2.927,,-2.927,-2.927,-2.927,-2.927,,-2.927,-2.927,0.0,,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPI_PCD,1,2.412,2.412,,2.412,2.412,2.412,2.412,,2.412,2.412,0.0,,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_PPI,5,18.975,20.6,18.028,-3.291,43.34,52.422,66.078,29.45,10.344,84.313,33.448,26.542,13.635,77.227,95.012,56.179
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_PPIQ,1,29.315,29.315,,29.315,29.315,44.612,44.612,,44.612,44.612,15.297,,15.297,15.297,,
Química (Bacharelado),AC,6,7.118,11.132,35.264,-58.334,40.202,85.144,98.242,37.355,32.131,126.092,78.026,28.106,27.825,105.71,495.446,43.873
Química (Bacharelado),CN,5,-7.646,-9.802,10.898,-22.823,6.547,-7.646,-9.802,10.898,-22.823,6.547,0.0,0.0,0.0,0.0,-142.521,-142.521
Química (Bacharelado),EP_R1_NPPI,3,-20.039,-31.14,44.377,-57.812,28.834,20.055,20.502,9.011,10.829,28.834,40.094,39.191,0.0,78.314,-221.449,44.931
Química (Bacharelado),EP_R1_PPI,1,22.563,22.563,,22.563,22.563,26.649,26.649,,26.649,26.649,4.086,,4.086,4.086,,
Química (Bacharelado),EP_R2_NPPI,5,-42.078,-37.593,20.949,-76.374,-23.583,8.913,22.033,53.777,-76.374,57.929,50.991,42.511,0.0,95.522,-49.785,603.371
Química (Bacharelado),EP_R2_NPPIQ,1,-54.782,-54.782,,-54.782,-54.782,11.654,11.654,,11.654,11.654,66.436,,66.436,66.436,,
Química (Bacharelado),EP_R2_PPI,3,-12.026,-22.661,38.094,-43.672,30.256,2.692,21.491,40.391,-43.672,30.256,14.717,25.491,0.0,44.152,-316.774,1500.579
Química (Bacharelado),EP_R2_PPIQ,1,-12.868,-12.868,,-12.868,-12.868,-12.868,-12.868,,-12.868,-12.868,0.0,,0.0,0.0,,
Química (Licenciatura),AC,5,-25.015,-21.346,20.417,-54.702,0.306,7.389,1.634,34.154,-32.77,44.043,32.404,40.781,0.0,98.745,-81.62,462.258
Química (Licenciatura),CN,1,-44.645,-44.645,,-44.645,-44.645,-44.645,-44.645,,-44.645,-44.645,0.0,,0.0,0.0,,
Química (Licenciatura),EP_R1_NPPI,2,-8.741,-8.741,31.3,-30.874,13.391,-8.741,-8.741,31.3,-30.874,13.391,0.0,0.0,0.0,0.0,-358.063,-358.063
Química (Licenciatura),EP_R1_PPI,1,-59.081,-59.081,,-59.081,-59.081,-1.061,-1.061,,-1.061,-1.061,58.02,,58.02,58.02,,
Química (Licenciatura),EP_R2_NPPI,4,-28.742,-26.524,34.912,-73.401,11.482,-14.315,-19.04,18.238,-30.664,11.482,14.426,28.758,0.0,57.563,-121.467,-127.405
Química (Licenciatura),EP_R2_PPI,2,-30.022,-30.022,8.152,-35.787,-24.258,-6.079,-6.079,25.708,-24.258,12.099,23.943,33.861,0.0,47.886,-27.154,-422.868
Química Tecnológica (Bacharelado),AC,5,-45.067,-47.561,18.377,-67.895,-23.379,52.796,53.064,51.832,-17.112,126.278,97.863,46.383,30.449,156.364,-40.778,98.173
Química Tecnológica (Bacharelado),CN,2,-17.209,-17.209,21.258,-32.241,-2.177,-17.209,-17.209,21.258,-32.241,-2.177,0.0,0.0,0.0,0.0,-123.531,-123.531
Química Tecnológica (Bacharelado),EP_R1_NPPI,1,23.339,23.339,,23.339,23.339,23.339,23.339,,23.339,23.339,0.0,,0.0,0.0,,
Química Tecnológica (Bacharelado),EP_R2_NPPI,4,-18.784,-24.034,33.502,-53.722,26.655,-7.843,-15.172,25.653,-27.683,26.655,10.941,13.22,0.0,26.652,-178.353,-327.087
Química Tecnológica (Bacharelado),EP_R2_PPI,2,-38.224,-38.224,10.356,-45.547,-30.902,-7.092,-7.092,54.383,-45.547,31.362,31.132,44.027,0.0,62.264,-27.091,-766.766
Relações Internacionais (Bacharelado),AC,6,88.904,93.998,14.529,68.855,105.105,133.283,138.473,31.407,80.765,162.477,46.261,20.008,11.91,60.713,16.343,23.564
Relações Internacionais (Bacharelado),CN,6,68.227,63.435,25.572,39.989,100.775,68.734,63.435,24.922,43.033,100.775,0.507,1.243,0.0,3.044,37.481,36.258
Relações Internacionais (Bacharelado),EP_R1_NPPI,5,5.755,11.118,12.283,-9.56,18.254,41.027,52.21,26.452,0.805,64.536,35.272,26.354,5.829,68.971,213.436,64.475
Relações Internacionais (Bacharelado),EP_R1_NPPIQ,1,-59.284,-59.284,,-59.284,-59.284,22.165,22.165,,22.165,22.165,81.449,,81.449,81.449,,
Relações Internacionais (Bacharelado),EP_R1_PPI,4,-18.284,-26.287,24.357,-37.873,17.31,29.052,35.1,57.361,-35.003,81.011,47.336,45.251,2.87,106.578,-133.213,197.443
Relações Internacionais (Bacharelado),EP_R2_NPPI,4,47.436,43.451,16.082,34.208,68.634,61.691,62.15,23.749,34.299,88.167,14.255,25.551,0.0,52.454,33.902,38.496
Relações Internacionais (Bacharelado),EP_R2_NPPIQ,1,72.126,72.126,,72.126,72.126,90.752,90.752,,90.752,90.752,18.626,,18.626,18.626,,
Relações Internacionais (Bacharelado),EP_R2_NPPI_PCD,1,22.69,22.69,,22.69,22.69,22.69,22.69,,22.69,22.69,0.0,,0.0,0.0,,
Relações Internacionais (Bacharelado),EP_R2_PPI,5,-2.365,-10.252,30.337,-29.25,46.911,26.447,26.982,26.818,-2.275,54.101,41.131,21.435,20.39,66.913,-1282.845,101.403
Relações Internacionais (Bacharelado),EP_R2_PPIQ,1,1.225,1.225,,1.225,1.225,60.338,60.338,,60.338,60.338,59.113,,59.113,59.113,,
Saúde Coletiva (Bacharelado),AC,10,-73.137,-73.19,13.719,-90.691,-47.301,-5.447,-4.665,17.617,-44.554,25.273,67.69,25.903,10.582,104.99,-18.758,-323.435
Saúde Coletiva (Bacharelado),CN,4,-33.712,-38.116,9.949,-39.762,-18.853,-30.991,-33.192,9.203,-38.727,-18.853,2.721,5.443,0.0,10.885,-29.511,-29.696
Saúde Coletiva (Bacharelado),EP_R1_NPPI,5,-45.261,-55.278,40.445,-92.731,-1.391,-34.994,-31.583,36.815,-92.731,-1.391,10.267,14.128,0.0,27.64,-89.359,-105.204
Saúde Coletiva (Bacharelado),EP_R1_PPI,5,-73.181,-78.911,26.118,-105.487,-34.476,-48.718,-34.476,42.428,-105.487,-1.885,24.463,36.155,0.0,80.4,-35.69,-87.09
Saúde Coletiva (Bacharelado),EP_R2_NPPI,7,-62.333,-67.831,28.157,-95.903,-11.312,-32.19,-31.801,12.924,-50.55,-11.312,30.143,21.083,0.0,67.707,-45.172,-40.148
Saúde Coletiva (Bacharelado),EP_R2_PPI,5,-61.407,-63.379,25.744,-88.498,-20.34,-27.746,-20.34,23.354,-58.614,-4.543,33.66,31.862,0.0,66.412,-41.924,-84.171
Serviço Social (Bacharelado),AC,10,-48.13,-53.421,23.204,-76.148,3.922,20.756,14.24,26.109,-17.915,58.364,68.886,20.315,52.977,107.7,-48.212,125.792
Serviço Social (Bacharelado),CN,8,-14.31,-16.227,24.038,-41.755,16.93,-10.204,-16.227,26.418,-41.755,26.594,4.106,8.512,0.0,23.586,-167.985,-258.898
Serviço Social (Bacharelado),EP_R1_NPPI,5,-47.352,-35.078,29.998,-96.288,-19.616,-38.452,-35.078,15.138,-53.956,-18.297,8.9,19.173,0.0,43.182,-63.351,-39.37
Serviço Social (Bacharelado),EP_R1_PPI,6,-34.055,-38.654,15.345,-48.812,-10.261,-22.882,-27.074,22.587,-46.647,19.595,11.173,12.979,0.0,29.856,-45.059,-98.709
Serviço Social (Bacharelado),EP_R2_NPPI,7,-51.572,-56.018,11.436,-61.615,-33.578,-23.856,-14.877,20.721,-61.615,-2.724,27.716,17.74,0.0,53.294,-22.174,-86.861
Serviço Social (Bacharelado),EP_R2_NPPIQ,1,-49.665,-49.665,,-49.665,-49.665,-35.419,-35.419,,-35.419,-35.419,14.246,,14.246,14.246,,
Serviço Social (Bacharelado),EP_R2_PPI,5,-49.177,-46.944,12.014,-65.588,-33.215,-16.988,-13.972,18.53,-45.238,1.085,32.189,19.721,0.0,51.616,-24.431,-109.073
Serviço Social (Bacharelado),EP_R2_PPIQ,1,-37.837,-37.837,,-37.837,-37.837,-37.837,-37.837,,-37.837,-37.837,0.0,,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",AC,5,-43.551,-56.171,31.361,-74.639,-0.054,0.583,8.621,47.246,-74.639,50.763,44.135,30.681,0.0,81.734,-72.011,8098.315
"Teoria, Crítica e História da Arte (Bacharelado)",CN,1,4.736,4.736,,4.736,4.736,4.736,4.736,,4.736,4.736,0.0,,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R1_PPI,1,3.161,3.161,,3.161,3.161,3.161,3.161,,3.161,3.161,0.0,,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R2_NPPI,1,-27.615,-27.615,,-27.615,-27.615,-13.504,-13.504,,-13.504,-13.504,14.111,,14.111,14.111,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R2_PPI,1,-51.341,-51.341,,-51.341,-51.341,-51.341,-51.341,,-51.341,-51.341,0.0,,0.0,0.0,,
Terapia Ocupacional (Bacharelado),AC,6,-28.596,-25.168,26.769,-73.944,2.706,27.989,31.565,24.103,-12.674,51.395,56.585,25.4,27.707,94.321,-93.611,86.116
Terapia Ocupacional (Bacharelado),CN,5,-8.855,-8.712,16.482,-31.006,8.543,-8.624,-8.712,16.736,-31.006,8.543,0.231,0.516,0.0,1.154,-186.133,-194.066
Terapia Ocupacional (Bacharelado),EP_R1_NPPI,4,-62.291,-63.698,32.999,-92.652,-29.114,-18.101,-14.81,17.07,-38.795,-3.99,44.19,48.941,0.0,88.451,-52.976,-94.301
Terapia Ocupacional (Bacharelado),EP_R1_NPPIQ,1,-82.855,-82.855,,-82.855,-82.855,-36.853,-36.853,,-36.853,-36.853,46.002,,46.002,46.002,,
Terapia Ocupacional (Bacharelado),EP_R1_PPI,3,-51.923,-62.296,31.351,-76.773,-16.701,0.178,-16.701,48.912,-38.06,55.294,52.101,70.305,0.0,132.067,-60.378,27530.354
Terapia Ocupacional (Bacharelado),EP_R2_NPPI,5,-58.503,-59.047,31.37,-98.316,-14.518,1.946,1.824,31.412,-37.282,37.811,60.449,24.504,39.118,101.937,-53.621,1614.015
Terapia Ocupacional (Bacharelado),EP_R2_NPPIQ,1,-14.671,-14.671,,-14.671,-14.671,-6.035,-6.035,,-6.035,-6.035,8.636,,8.636,8.636,,
Terapia Ocupacional (Bacharelado),EP_R2_PPI,3,-50.866,-45.148,16.79,-69.768,-37.682,-6.91,-4.11,17.783,-25.927,9.306,43.956,31.248,19.221,79.074,-33.008,-257.334
Terapia Ocupacional (Bacharelado),EP_R2_PPIQ,1,-72.221,-72.221,,-72.221,-72.221,-22.382,-22.382,,-22.382,-22.382,49.839,,49.839,49.839,,
Turismo (Bacharelado),AC,5,-86.439,-89.917,15.066,-101.482,-62.252,8.805,12.676,31.458,-32.42,51.489,95.244,19.575,62.701,113.741,-17.429,357.254
Turismo (Bacharelado),CN,4,-36.583,-35.394,16.551,-53.591,-21.951,-36.583,-35.394,16.551,-53.591,-21.951,0.0,0.0,0.0,0.0,-45.243,-45.243
Turismo (Bacharelado),EP_R1_NPPI,3,-37.763,-35.506,25.604,-64.42,-13.362,-35.714,-35.506,28.603,-64.42,-7.216,2.049,3.548,0.0,6.146,-67.802,-80.088
Turismo (Bacharelado),EP_R1_PPI,1,-54.814,-54.814,,-54.814,-54.814,-54.814,-54.814,,-54.814,-54.814,0.0,,0.0,0.0,,
Turismo (Bacharelado),EP_R2_NPPI,4,-58.737,-67.324,26.057,-79.506,-20.793,-26.593,-23.818,7.728,-37.943,-20.793,32.144,24.593,0.0,54.876,-44.362,-29.061
Turismo (Bacharelado),EP_R2_PPI,1,-68.241,-68.241,,-68.241,-68.241,-14.636,-14.636,,-14.636,-14.636,53.605,,53.605,53.605,,
