subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,33.307,56.705
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-39.823,-20.991
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-55.127,-54.044
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-13.532,-13.532
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-21.451,5.24
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-79.901,72.722
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-64.581,-22.149
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-48.661,16.087
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-52.443,31.477
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,14.603,14.603
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,3.005,3.005
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,31.531,86.792
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,78.064,138.392
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,95.903,145.179
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,101.507,113.527
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,152.542,173.16
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,94.772,94.772
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,183.5,209.07
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-40.671,36.125
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-58.651,18.192
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,35.451,48.048
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,60.933,67.731
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,10.471,10.471
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,68.525,134.95
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-75.472,-75.472
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-45.669,38.698
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Música (Bacharelado)*,Diurno,Música (Bacharelado)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,7.205,35.375
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-0.727,-0.727
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-65.044,-27.39
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-31.108,1.452
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,15.01,15.01
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-5.548,45.193
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,79.99,79.99
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,12.194,12.194
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,59.022,91.433
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-50.524,21.783
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,69.514,69.514
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,50.089,81.807
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,78.645,78.645
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,25.114,25.114
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,97.52,129.466
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-51.346,5.818
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-65.977,-55.588
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-66.478,-2.57
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-13.682,-13.596
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-41.983,17.019
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-9.961,56.526
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-92.488,-19.335
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-14.474,-14.474
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-37.977,-7.157
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-8.815,-8.815
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-82.573,9.451
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,32.086,61.601
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,42.404,44.348
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,20.6,35.048
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,112.073,117.01
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,56.866,56.866
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,105.646,146.501
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,22.563,26.649
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,28.834,28.834
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-43.672,-43.672
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-27.675,-6.451
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,40.202,126.092
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-30.902,31.362
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-20.386,-3.274
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-56.414,35.844
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-27.007,-3.597
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,18.254,52.21
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,3.855,54.101
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,51.189,51.189
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,22.69,22.69
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,74.993,74.993
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,95.161,150.831
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-105.487,-105.487
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-73.319,-1.649
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-46.944,-3.065
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-56.018,-2.724
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,16.93,16.93
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-37.204,18.722
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-53.956,-53.956
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-61.615,-61.615
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-41.755,-41.755
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-51.405,9.757
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-51.341,-51.341
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",AC,AC,False,,,,False,-64.852,-7.391
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-20.793,-20.793
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-22.832,-22.832
2020-2022,2022,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-83.422,20.419
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-53.959,47.686
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-35.606,44.82
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-64.219,70.524
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,11.743,81.398
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,CN,CN,False,,,NEGROS,False,24.066,129.802
2020-2022,2022,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,AC,AC,False,,,,False,50.773,178.331
2020-2022,2022,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-19.534,-19.534
2020-2022,2022,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-36.562,-36.562
2020-2022,2022,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,AC,AC,False,,,,False,-71.509,21.657
2020-2022,2022,Planaltina / DF,Ciências Naturais,Noturno,Ciências Naturais | Noturno | Planaltina / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-37.156,-37.156
2020-2022,2022,Planaltina / DF,Ciências Naturais,Noturno,Ciências Naturais | Noturno | Planaltina / DF,AC,AC,False,,,,False,-62.526,-39.709
2020-2022,2022,Planaltina / DF,Gestão Ambiental (Bacharelado),Noturno,Gestão Ambiental (Bacharelado) | Noturno | Planaltina / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-10.728,-10.728
2020-2022,2022,Planaltina / DF,Gestão Ambiental (Bacharelado),Noturno,Gestão Ambiental (Bacharelado) | Noturno | Planaltina / DF,AC,AC,False,,,,False,-46.76,31.975
2020-2022,2022,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,CN,CN,False,,,NEGROS,False,-45.106,-45.106
2020-2022,2022,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-96.675,4.58
